HS|"id","nm"
YE|"35.14.16","Kraton"
ZE|"35.14.17","Pohjentrek"
AF|"35.14.18","Gondangwetan"
BF|"35.14.19","Winongan"
ZF|"35.14.20","Grati"
AG|"35.14.21","Nguling"
BG|"35.14.22","Lekok"
CG|"35.14.23","Rejoso"
DG|"35.14.24","Tosari"
RH|"35.15.01","Tarik"
SH|"35.15.02","Prambon"
TH|"35.15.03","Krembung"
UH|"35.15.04","Porong"
VH|"35.15.05","Jabon"
WH|"35.15.06","Tanggulangin"
XH|"35.15.07","Candi"
YH|"35.15.08","Sidoarjo"
ZH|"35.15.09","Tulangan"
XI|"35.15.10","Wonoayu"
YI|"35.15.11","Krian"
ZI|"35.15.12","Balongbendo"
AJ|"35.15.13","Taman"
BJ|"35.15.14","Sukodono"
CJ|"35.15.15","Buduran"
DJ|"35.15.16","Gedangan"
EJ|"35.15.17","Sedati"
FJ|"35.15.18","Waru"
WL|"35.16.01","Jatirejo"
XL|"35.16.02","Gondang"
YL|"35.16.03","Pacet"
ZL|"35.16.04","Trawas"
AM|"35.16.05","Ngoro"
BM|"35.16.06","Pungging"
CM|"35.16.07","Kutorejo"
DM|"35.16.08","Mojosari"
EM|"35.16.09","Dlanggu"
CN|"35.16.10","Bangsal"
DN|"35.16.11","Puri"
EN|"35.16.12","Trowulan"
FN|"35.16.13","Sooko"
GN|"35.16.14","Gedeg"
HN|"35.16.15","Kemlagi"
IN|"35.16.16","Jetis"
JN|"35.16.17","Dawarblandong"
KN|"35.16.18","Mojoanyar"
BQ|"35.17.01","Perak"
CQ|"35.17.02","Gudo"
DQ|"35.17.03","Ngoro"
EQ|"35.17.04","Bareng"
FQ|"35.17.05","Wonosalam"
GQ|"35.17.06","Mojoagung"
HQ|"35.17.07","Mojowarno"
IQ|"35.17.08","Diwek"
JQ|"35.17.09","Jombang"
HR|"35.17.10","Peterongan"
IR|"35.17.11","Sumobito"
JR|"35.17.12","Kesamben"
KR|"35.17.13","Tembelang"
LR|"35.17.14","Ploso"
MR|"35.17.15","Plandaan"
NR|"35.17.16","Kabuh"
OR|"35.17.17","Kudu"
PR|"35.17.18","Bandarkedungmulyo"
QR|"35.17.19","Jogoroto"
OS|"35.17.20","Megaluh"
PS|"35.17.21","Ngusikan"
GU|"35.18.01","Sawahan"
HU|"35.18.02","Ngetos"
IU|"35.18.03","Berbek"
JU|"35.18.04","Loceret"
KU|"35.18.05","Pace"
LU|"35.18.06","Prambon"
MU|"35.18.07","Ngronggot"
NU|"35.18.08","Kertosono"
OU|"35.18.09","Patianrowo"
MV|"35.18.10","Baron"
NV|"35.18.11","Tanjunganom"
OV|"35.18.12","Sukomoro"
PV|"35.18.13","Nganjuk"
QV|"35.18.14","Bagor"
RV|"35.18.15","Wilangan"
SV|"35.18.16","Rejoso"
TV|"35.18.17","Gondang"
UV|"35.18.18","Ngluyu"
VV|"35.18.19","Lengkong"
TW|"35.18.20","Jatikalen"
LY|"35.19.01","Kebonsari"
MY|"35.19.02","Dolopo"
NY|"35.19.03","Geger"
OY|"35.19.04","Dagangan"
PY|"35.19.05","Kare"
QY|"35.19.06","Gemarang"
RY|"35.19.07","Wungu"
SY|"35.19.08","Madiun"
TY|"35.19.09","Jiwan"
RZ|"35.19.10","Balerejo"
SZ|"35.19.11","Mejayan"
TZ|"35.19.12","Saradan"
UZ|"35.19.13","Pilangkenceng"
VZ|"35.19.14","Sawahan"
WZ|"35.19.15","Wonoasri"
BV|"35.20.01","Poncol"
CV|"35.20.02","Parang"
DV|"35.20.03","Lembeyan"
EV|"35.20.04","Takeran"
FV|"35.20.05","Kawedanan"
GV|"35.20.06","Magetan"
HV|"35.20.07","Plaosan"
IV|"35.20.08","Panekan"
JV|"35.20.09","Sukomoro"
HW|"35.20.10","Bendo"
IW|"35.20.11","Maospati"
JW|"35.20.12","Barat"
KW|"35.20.13","Karangrejo"
LW|"35.20.14","Karas"
MW|"35.20.15","Kartoharjo"
NW|"35.20.16","Ngariboyo"
OW|"35.20.17","Nguntoronadi"
PW|"35.20.18","Sidorejo"
GZ|"35.21.01","Sine"
HZ|"35.21.02","Ngrambe"
IZ|"35.21.03","Jogorogo"
JZ|"35.21.04","Kendal"
KZ|"35.21.05","Geneng"
LZ|"35.21.06","Kwadungan"
MZ|"35.21.07","Karangjati"
NZ|"35.21.08","Padas"
OZ|"35.21.09","Ngawi"
MA|"35.21.10","Paron"
NA|"35.21.11","Kedunggalar"
OA|"35.21.12","Widodaren"
PA|"35.21.13","Mantingan"
QA|"35.21.14","Pangkur"
RA|"35.21.15","Bringin"
SA|"35.21.16","Pitu"
TA|"35.21.17","Karanganyar"
UA|"35.21.18","Gerih"
VA|"35.21.19","Kasreman"
LD|"35.22.01","Ngraho"
MD|"35.22.02","Tambakrejo"
ND|"35.22.03","Ngambon"
OD|"35.22.04","Ngasem"
PD|"35.22.05","Bubulan"
QD|"35.22.06","Dander"
RD|"35.22.07","Sugihwaras"
SD|"35.22.08","Kedungadem"
TD|"35.22.09","Kepohbaru"
RE|"35.22.10","Baureno"
SE|"35.22.11","Kanor"
TE|"35.22.12","Sumberrejo"
UE|"35.22.13","Balen"
VE|"35.22.14","Kapas"
WE|"35.22.15","Bojonegoro"
XE|"35.22.16","Kalitidu"
YE|"35.22.17","Malo"
ZE|"35.22.18","Purwosari"
AF|"35.22.19","Padangan"
YF|"35.22.20","Kasiman"
ZF|"35.22.21","Temayang"
AG|"35.22.22","Margomulyo"
BG|"35.22.23","Trucuk"
CG|"35.22.24","Sukosewu"
DG|"35.22.25","Kedewan"
EG|"35.22.26","Gondang"
FG|"35.22.27","Sekar"
GG|"35.22.28","Gayam"
QH|"35.23.01","Kenduruan"
RH|"35.23.02","Jatirogo"
SH|"35.23.03","Bangilan"
TH|"35.23.04","Bancar"
UH|"35.23.05","Senori"
VH|"35.23.06","Tambakboyo"
WH|"35.23.07","Singgahan"
XH|"35.23.08","Kerek"
YH|"35.23.09","Parengan"
WI|"35.23.10","Montong"
XI|"35.23.11","Soko"
YI|"35.23.12","Jenu"
ZI|"35.23.13","Merakurak"
AJ|"35.23.14","Rengel"
BJ|"35.23.15","Semanding"
CJ|"35.23.16","Tuban"
DJ|"35.23.17","Plumpang"
EJ|"35.23.18","Palang"
FJ|"35.23.19","Widang"
DK|"35.23.20","Grabagan"
VL|"35.24.01","Sukorame"
WL|"35.24.02","Bluluk"
XL|"35.24.03","Modo"
YL|"35.24.04","Ngimbang"
ZL|"35.24.05","Babat"
AM|"35.24.06","Kedungpring"
BM|"35.24.07","Brondong"
CM|"35.24.08","Laren"
DM|"35.24.09","Sekaran"
BN|"35.24.10","Maduran"
CN|"35.24.11","Sambeng"
DN|"35.24.12","Sugio"
EN|"35.24.13","Pucuk"
FN|"35.24.14","Paciran"
GN|"35.24.15","Solokuro"
HN|"35.24.16","Mantup"
IN|"35.24.17","Sukodadi"
JN|"35.24.18","Karanggeneng"
KN|"35.24.19","Kembangbahu"
IO|"35.24.20","Kalitengah"
JO|"35.24.21","Turi"
KO|"35.24.22","Lamongan"
LO|"35.24.23","Tikung"
MO|"35.24.24","Karangbinangun"
NO|"35.24.25","Deket"
OO|"35.24.26","Glagah"
PO|"35.24.27","Sarirejo"
AQ|"35.25.01","Dukun"
BQ|"35.25.02","Balongpanggang"
CQ|"35.25.03","Panceng"
DQ|"35.25.04","Benjeng"
EQ|"35.25.05","Duduksampeyan"
FQ|"35.25.06","Wringinanom"
GQ|"35.25.07","Ujungpangkah"
HQ|"35.25.08","Kedamean"
IQ|"35.25.09","Sidayu"
GR|"35.25.10","Manyar"
HR|"35.25.11","Cerme"
IR|"35.25.12","Bungah"
JR|"35.25.13","Menganti"
KR|"35.25.14","Kebomas"
LR|"35.25.15","Driyorejo"
MR|"35.25.16","Gresik"
NR|"35.25.17","Sangkapura"
OR|"35.25.18","Tambak"
FU|"35.26.01","Bangkalan"
GU|"35.26.02","Socah"
HU|"35.26.03","Burneh"
IU|"35.26.04","Kamal"
JU|"35.26.05","Arosbaya"
KU|"35.26.06","Geger"
LU|"35.26.07","Klampis"
MU|"35.26.08","Sepulu"
NU|"35.26.09","Tanjung Bumi"
LV|"35.26.10","Kokop"
MV|"35.26.11","Kwanyar"
NV|"35.26.12","Labang"
OV|"35.26.13","Tanah Merah"
PV|"35.26.14","Tragah"
QV|"35.26.15","Blega"
RV|"35.26.16","Modung"
SV|"35.26.17","Konang"
TV|"35.26.18","Galis"
KY|"35.27.01","Sreseh"
LY|"35.27.02","Torjun"
MY|"35.27.03","Sampang"
NY|"35.27.04","Camplong"
OY|"35.27.05","Omben"
PY|"35.27.06","Kedungdung"
QY|"35.27.07","Jrengik"
RY|"35.27.08","Tambelangan"
SY|"35.27.09","Banyuates"
QZ|"35.27.10","Robatal"
RZ|"35.27.11","Sokobanah"
SZ|"35.27.12","Ketapang"
TZ|"35.27.13","Pangarengan"
UZ|"35.27.14","Karangpenang"
PC|"35.28.01","Tlanakan"
QC|"35.28.02","Pademawu"
RC|"35.28.03","Galis"
SC|"35.28.04","Pamekasan"
TC|"35.28.05","Proppo"
UC|"35.28.06","Palengaan"
VC|"35.28.07","Pegantenan"
WC|"35.28.08","Larangan"
XC|"35.28.09","Pakong"
VD|"35.28.10","Waru"
WD|"35.28.11","Batumarmar"
XD|"35.28.12","Kadur"
YD|"35.28.13","Pasean"
UG|"35.29.01","Kota Sumenep"
VG|"35.29.02","Kalianget"
WG|"35.29.03","Manding"
XG|"35.29.04","Talango"
YG|"35.29.05","Bluto"
ZG|"35.29.06","Saronggi"
AH|"35.29.07","Lenteng"
BH|"35.29.08","Giliginting"
CH|"35.29.09","Guluk-Guluk"
AI|"35.29.10","Ganding"
BI|"35.29.11","Pragaan"
CI|"35.29.12","Ambunten"
DI|"35.29.13","Pasongsongan"
EI|"35.29.14","Dasuk"
FI|"35.29.15","Rubaru"
GI|"35.29.16","Batang Batang"
HI|"35.29.17","Batuputih"
II|"35.29.18","Dungkek"
JI|"35.29.19","Gapura"
HJ|"35.29.20","Gayam"
IJ|"35.29.21","Nonggunong"
JJ|"35.29.22","Ra'as"
KJ|"35.29.23","Masalembu"
LJ|"35.29.24","Arjasa"
MJ|"35.29.25","Sapeken"
NJ|"35.29.26","Batuan"
OJ|"35.29.27","Kangayan"
ZO|"35.71.01","Mojoroto"
AP|"35.71.02","Kota"
BP|"35.71.03","Pesantren"
ET|"35.72.01","Kepanjenkidul"
FT|"35.72.02","Sukorejo"
GT|"35.72.03","Sananwetan"
JX|"35.73.01","Blimbing"
KX|"35.73.02","Klojen"
LX|"35.73.03","Kedungkandang"
MX|"35.73.04","Sukun"
NX|"35.73.05","Lowokwaru"
OB|"35.74.01","Kademangan"
PB|"35.74.02","Wonoasih"
QB|"35.74.03","Mayangan"
RB|"35.74.04","Kanigaran"
SB|"35.74.05","Kedopok"
TF|"35.75.01","Gadingrejo"
UF|"35.75.02","Purworejo"
VF|"35.75.03","Bugul Kidul"
WF|"35.75.04","Panggungrejo"
YJ|"35.76.01","Prajuritkulon"
ZJ|"35.76.02","Magersari"
AK|"35.76.03","Kranggan"
DO|"35.77.01","Kartoharjo"
EO|"35.77.02","Manguharjo"
FO|"35.77.03","Taman"
IS|"35.78.01","Karang Pilang"
JS|"35.78.02","Wonocolo"
KS|"35.78.03","Rungkut"
LS|"35.78.04","Wonokromo"
MS|"35.78.05","Tegalsari"
NS|"35.78.06","Sawahan"
OS|"35.78.07","Genteng"
PS|"35.78.08","Gubeng"
QS|"35.78.09","Sukolilo"
OT|"35.78.10","Tambaksari"
PT|"35.78.11","Simokerto"
QT|"35.78.12","Pabean Cantian"
RT|"35.78.13","Bubutan"
ST|"35.78.14","Tandes"
TT|"35.78.15","Krembangan"
UT|"35.78.16","Semampir"
VT|"35.78.17","Kenjeran"
WT|"35.78.18","Lakarsantri"
XT|"35.78.19","Benowo"
VU|"35.78.20","Wiyung"
WU|"35.78.21","Dukuh Pakis"
XU|"35.78.22","Gayungan"
YU|"35.78.23","Jambangan"
ZU|"35.78.24","Tenggilis Mejoyo"
AV|"35.78.25","Gunung Anyar"
BV|"35.78.26","Mulyorejo"
CV|"35.78.27","Sukomanunggal"
DV|"35.78.28","Asem Rowo"
EV|"35.78.29","Bulak"
CW|"35.78.30","Pakal"
DW|"35.78.31","Sambikerep"
NW|"35.79.01","Batu"
OW|"35.79.02","Bumiaji"
PW|"35.79.03","Junrejo"
NX|"36.01.01","Sumur"
OX|"36.01.02","Cimanggu"
PX|"36.01.03","Cibaliung"
QX|"36.01.04","Cikeusik"
RX|"36.01.05","Cigeulis"
SX|"36.01.06","Panimbang"
TX|"36.01.07","Angsana"
UX|"36.01.08","Munjul"
VX|"36.01.09","Pagelaran"
TY|"36.01.10","Bojong"
UY|"36.01.11","Picung"
VY|"36.01.12","Labuan"
WY|"36.01.13","Menes"
XY|"36.01.14","Saketi"
YY|"36.01.15","Cipeucang"
ZY|"36.01.16","Jiput"
AZ|"36.01.17","Mandalawangi"
BZ|"36.01.18","Cimanuk"
CZ|"36.01.19","Kaduhejo"
AA|"36.01.20","Banjar"
BA|"36.01.21","Pandeglang"
CA|"36.01.22","Cadasari"
DA|"36.01.23","Cisata"
EA|"36.01.24","Patia"
FA|"36.01.25","Karang Tanjung"
GA|"36.01.26","Cikedal"
HA|"36.01.27","Cibitung"
IA|"36.01.28","Carita"
JA|"36.01.29","Sukaresmi"
HB|"36.01.30","Mekarjaya"
IB|"36.01.31","Sindangresmi"
JB|"36.01.32","Pulosari"
KB|"36.01.33","Koroncong"
LB|"36.01.34","Majasari"
MB|"36.01.35","Sobang"
SB|"36.02.01","Malingping"
TB|"36.02.02","Panggarangan"
UB|"36.02.03","Bayah"
VB|"36.02.04","Cipanas"
WB|"36.02.05","Muncang"
XB|"36.02.06","Leuwidamar"
YB|"36.02.07","Bojongmanik"
ZB|"36.02.08","Gunungkencana"
AC|"36.02.09","Banjarsari"
YC|"36.02.10","Cileles"
ZC|"36.02.11","Cimarga"
AD|"36.02.12","Sajira"
BD|"36.02.13","Maja"
CD|"36.02.14","Rangkasbitung"
DD|"36.02.15","Warunggunung"
ED|"36.02.16","Cijaku"
FD|"36.02.17","Cikulur"
GD|"36.02.18","Cibadak"
HD|"36.02.19","Cibeber"
FE|"36.02.20","Cilograng"
GE|"36.02.21","Wanasalam"
HE|"36.02.22","Sobang"
IE|"36.02.23","Curugbitung"
JE|"36.02.24","Kalanganyar"
KE|"36.02.25","Lebakgedong"
LE|"36.02.26","Cihara"
ME|"36.02.27","Cirinten"
NE|"36.02.28","Cigemblong"
XF|"36.03.01","Balaraja"
YF|"36.03.02","Jayanti"
ZF|"36.03.03","Tigaraksa"
AG|"36.03.04","Jambe"
BG|"36.03.05","Cisoka"
CG|"36.03.06","Kresek"
DG|"36.03.07","Kronjo"
EG|"36.03.08","Mauk"
FG|"36.03.09","Kemiri"
DH|"36.03.10","Sukadiri"
EH|"36.03.11","Rajeg"
FH|"36.03.12","Pasar Kemis"
GH|"36.03.13","Teluknaga"
HH|"36.03.14","Kosambi"
IH|"36.03.15","Pakuhaji"
JH|"36.03.16","Sepatan"
KH|"36.03.17","Curug"
LH|"36.03.18","Cikupa"
MH|"36.03.19","Panongan"
KI|"36.03.20","Legok"
MI|"36.03.22","Pagedangan"
NI|"36.03.23","Cisauk"
RI|"36.03.27","Sukamulya"
SI|"36.03.28","Kelapa Dua"
TI|"36.03.29","Sindang Jaya"
RJ|"36.03.30","Sepatan Timur"
SJ|"36.03.31","Solear"
TJ|"36.03.32","Gunung Kaler"
UJ|"36.03.33","Mekar Baru"
GK|"36.04.05","Kramatwatu"
HK|"36.04.06","Waringinkurung"
IK|"36.04.07","Bojonegara"
JK|"36.04.08","Pulo Ampel"
KK|"36.04.09","Ciruas"
JL|"36.04.11","Kragilan"
KL|"36.04.12","Pontang"
LL|"36.04.13","Tirtayasa"
ML|"36.04.14","Tanara"
NL|"36.04.15","Cikande"
OL|"36.04.16","Kibin"
PL|"36.04.17","Carenang"
QL|"36.04.18","Binuang"
RL|"36.04.19","Petir"
PM|"36.04.20","Tunjung Teja"
RM|"36.04.22","Baros"
SM|"36.04.23","Cikeusal"
TM|"36.04.24","Pamarayan"
UM|"36.04.25","Kopo"
VM|"36.04.26","Jawilan"
WM|"36.04.27","Ciomas"
XM|"36.04.28","Pabuaran"
YM|"36.04.29","Padarincang"
WN|"36.04.30","Anyar"
XN|"36.04.31","Cinangka"
YN|"36.04.32","Mancak"
ZN|"36.04.33","Gunungsari"
AO|"36.04.34","Bandung"
BO|"36.04.35","Lebak Wangi"
YD|"36.71.01","Tangerang"
ZD|"36.71.02","Jatiuwung"
AE|"36.71.03","Batuceper"
BE|"36.71.04","Benda"
CE|"36.71.05","Cipondoh"
DE|"36.71.06","Ciledug"
EE|"36.71.07","Karawaci"
FE|"36.71.08","Periuk"
GE|"36.71.09","Cibodas"
EF|"36.71.10","Neglasari"
FF|"36.71.11","Pinang"
GF|"36.71.12","Karang Tengah"
HF|"36.71.13","Larangan"
DI|"36.72.01","Cibeber"
EI|"36.72.02","Cilegon"
FI|"36.72.03","Pulomerak"
GI|"36.72.04","Ciwandan"
HI|"36.72.05","Jombang"
II|"36.72.06","Gerogol"
JI|"36.72.07","Purwakarta"
KI|"36.72.08","Citangkil"
IM|"36.73.01","Serang"
JM|"36.73.02","Kasemen"
KM|"36.73.03","Walantaka"
LM|"36.73.04","Curug"
MM|"36.73.05","Cipocok Jaya"
NM|"36.73.06","Taktakan"
NQ|"36.74.01","Serpong"
OQ|"36.74.02","Serpong Utara"
PQ|"36.74.03","Pondok Aren"
QQ|"36.74.04","Ciputat"
RQ|"36.74.05","Ciputat Timur"
SQ|"36.74.06","Pamulang"
TQ|"36.74.07","Setu"
CP|"51.01.01","Negara"
DP|"51.01.02","Mendoyo"
EP|"51.01.03","Pekutatan"
FP|"51.01.04","Melaya"
GP|"51.01.05","Jembrana"
HT|"51.02.01","Selemadeg"
IT|"51.02.02","Selemadeg Timur"
JT|"51.02.03","Selemadeg Barat"
KT|"51.02.04","Kerambitan"
LT|"51.02.05","Tabanan"
MT|"51.02.06","Kediri"
NT|"51.02.07","Marga"
OT|"51.02.08","Penebel"
PT|"51.02.09","Baturiti"
NU|"51.02.10","Pupuan"
MX|"51.03.01","Kuta"
NX|"51.03.02","Mengwi"
OX|"51.03.03","Abiansemal"
PX|"51.03.04","Petang"
QX|"51.03.05","Kuta Selatan"
RX|"51.03.06","Kuta Utara"
RB|"51.04.01","Sukawati"
SB|"51.04.02","Blahbatuh"
TB|"51.04.03","Gianyar"
UB|"51.04.04","Tampaksiring"
VB|"51.04.05","Ubud"
WB|"51.04.06","Tegallalang"
XB|"51.04.07","Payangan"
WF|"51.05.01","Nusa Penida"
XF|"51.05.02","Banjarangkan"
YF|"51.05.03","Klungkung"
ZF|"51.05.04","Dawan"
BK|"51.06.01","Susut"
CK|"51.06.02","Bangli"
DK|"51.06.03","Tembuku"
EK|"51.06.04","Kintamani"
GO|"51.07.01","Rendang"
HO|"51.07.02","Sidemen"
IO|"51.07.03","Manggis"
JO|"51.07.04","Karangasem"
KO|"51.07.05","Abang"
LO|"51.07.06","Bebandem"
MO|"51.07.07","Selat"
NO|"51.07.08","Kubu"
LS|"51.08.01","Gerokgak"
MS|"51.08.02","Seririt"
NS|"51.08.03","Busungbiu"
OS|"51.08.04","Banjar"
PS|"51.08.05","Sukasada"
QS|"51.08.06","Buleleng"
RS|"51.08.07","Sawan"
SS|"51.08.08","Kubutambahan"
TS|"51.08.09","Tejakula"
NV|"51.71.01","Denpasar Selatan"
OV|"51.71.02","Denpasar Timur"
PV|"51.71.03","Denpasar Barat"
QV|"51.71.04","Denpasar Utara"
BE|"52.01.01","Gerung"
CE|"52.01.02","Kediri"
DE|"52.01.03","Narmada"
HE|"52.01.07","Sekotong"
IE|"52.01.08","Labuapi"
JE|"52.01.09","Gunungsari"
JF|"52.01.12","Lingsar"
KF|"52.01.13","Lembar"
LF|"52.01.14","Batu Layar"
MF|"52.01.15","Kuripan"
GI|"52.02.01","Praya"
HI|"52.02.02","Jonggat"
II|"52.02.03","Batukliang"
JI|"52.02.04","Pujut"
KI|"52.02.05","Praya Barat"
LI|"52.02.06","Praya Timur"
MI|"52.02.07","Janapria"
NI|"52.02.08","Pringgarata"
OI|"52.02.09","Kopang"
MJ|"52.02.10","Praya Tengah"
NJ|"52.02.11","Praya Barat Daya"
OJ|"52.02.12","Batukliang Utara"
LM|"52.03.01","Keruak"
MM|"52.03.02","Sakra"
NM|"52.03.03","Terara"
OM|"52.03.04","Sikur"
PM|"52.03.05","Masbagik"
QM|"52.03.06","Sukamulia"
RM|"52.03.07","Selong"
SM|"52.03.08","Pringgabaya"
TM|"52.03.09","Aikmel"
RN|"52.03.10","Sambelia"
SN|"52.03.11","Montong Gading"
TN|"52.03.12","Pringgasela"
UN|"52.03.13","Suralaga"
VN|"52.03.14","Wanasaba"
WN|"52.03.15","Sembalun"
XN|"52.03.16","Suwela"
YN|"52.03.17","Labuhan Haji"
ZN|"52.03.18","Sakra Timur"
AO|"52.03.19","Sakra Barat"
YO|"52.03.20","Jerowaru"
ZO|"52.03.21","Lenek"
RQ|"52.04.02","Lunyuk"
UQ|"52.04.05","Alas"
VQ|"52.04.06","Utan"
WQ|"52.04.07","Batu Lanteh"
XQ|"52.04.08","Sumbawa"
YQ|"52.04.09","Moyo Hilir"
WR|"52.04.10","Moyo Hulu"
XR|"52.04.11","Ropang"
YR|"52.04.12","Lape"
ZR|"52.04.13","Plampang"
AS|"52.04.14","Empang"
DS|"52.04.17","Alas Barat"
ES|"52.04.18","Labuhan Badas"
FS|"52.04.19","Labangka"
DT|"52.04.20","Buer"
ET|"52.04.21","Rhee"
FT|"52.04.22","Unter Iwes"
GT|"52.04.23","Moyo Utara"
HT|"52.04.24","Maronge"
IT|"52.04.25","Tarano"
JT|"52.04.26","Lopok"
KT|"52.04.27","Lenangguar"
LT|"52.04.28","Orong Telu"
MT|"52.04.29","Lantung"
VU|"52.05.01","Dompu"
WU|"52.05.02","Kempo"
XU|"52.05.03","Hu'u"
YU|"52.05.04","Kilo"
ZU|"52.05.05","Woja"
AV|"52.05.06","Pekat"
BV|"52.05.07","Manggalewa"
CV|"52.05.08","Pajo"
AZ|"52.06.01","Monta"
BZ|"52.06.02","Bolo"
CZ|"52.06.03","Woha"
DZ|"52.06.04","Belo"
EZ|"52.06.05","Wawo"
FZ|"52.06.06","Sape"
GZ|"52.06.07","Wera"
HZ|"52.06.08","Donggo"
IZ|"52.06.09","Sanggar"
GA|"52.06.10","Ambalawi"
HA|"52.06.11","Langgudu"
IA|"52.06.12","Lambu"
JA|"52.06.13","Madapangga"
KA|"52.06.14","Tambora"
LA|"52.06.15","Soromandi"
MA|"52.06.16","Parado"
NA|"52.06.17","Lambitu"
OA|"52.06.18","Palibelo"
FD|"52.07.01","Jereweh"
GD|"52.07.02","Taliwang"
HD|"52.07.03","Seteluk"
ID|"52.07.04","Sekongkang"
JD|"52.07.05","Brang Rea"
KD|"52.07.06","Poto Tano"
LD|"52.07.07","Brang Ene"
MD|"52.07.08","Maluk"
KH|"52.08.01","Tanjung"
LH|"52.08.02","Gangga"
MH|"52.08.03","Kayangan"
NH|"52.08.04","Bayan"
OH|"52.08.05","Pemenang"
MK|"52.71.01","Ampenan"
NK|"52.71.02","Mataram"
OK|"52.71.03","Cakranegara"
PK|"52.71.04","Sekarbela"
QK|"52.71.05","Selaparang"
RK|"52.71.06","Sandubaya"
RO|"52.72.01","Rasanae Barat"
SO|"52.72.02","Rasanae Timur"
TO|"52.72.03","Asakota"
UO|"52.72.04","Raba"
VO|"52.72.05","Mpunda"
DT|"53.01.04","Semau"
ET|"53.01.05","Kupang Barat"
FT|"53.01.06","Kupang Timur"
GT|"53.01.07","Sulamu"
HT|"53.01.08","Kupang Tengah"
IT|"53.01.09","Amarasi"
GU|"53.01.10","Fatuleu"
HU|"53.01.11","Takari"
IU|"53.01.12","Amfoang Selatan"
JU|"53.01.13","Amfoang Utara"
MU|"53.01.16","Nekamese"
NU|"53.01.17","Amarasi Barat"
OU|"53.01.18","Amarasi Selatan"
PU|"53.01.19","Amarasi Timur"
NV|"53.01.20","Amabi Oefeto Timur"
OV|"53.01.21","Amfoang Barat Daya"
PV|"53.01.22","Amfoang Barat Laut"
QV|"53.01.23","Semau Selatan"
RV|"53.01.24","Taebenu"
SV|"53.01.25","Amabi Oefeto"
TV|"53.01.26","Amfoang Timur"
UV|"53.01.27","Fatuleu Barat"
VV|"53.01.28","Fatuleu Tengah"
UW|"53.01.30","Amfoang Tengah"
FX|"53.02.01","Kota Soe"
GX|"53.02.02","Mollo Selatan"
HX|"53.02.03","Mollo Utara"
IX|"53.02.04","Amanuban Timur"
JX|"53.02.05","Amanuban Tengah"
KX|"53.02.06","Amanuban Selatan"
LX|"53.02.07","Amanuban Barat"
MX|"53.02.08","Amanatun Selatan"
NX|"53.02.09","Amanatun Utara"
LY|"53.02.10","KI'E"
MY|"53.02.11","Kuanfatu"
NY|"53.02.12","Fatumnasi"
OY|"53.02.13","Polen"
PY|"53.02.14","Batu Putih"
QY|"53.02.15","Boking"
RY|"53.02.16","Toianas"
SY|"53.02.17","Nunkolo"
TY|"53.02.18","Oenino"
UY|"53.02.19","Kolbano"
SZ|"53.02.20","Kot olin"
TZ|"53.02.21","Kualin"
UZ|"53.02.22","Mollo Barat"
VZ|"53.02.23","Kok Baun"
WZ|"53.02.24","Noebana"
XZ|"53.02.25","Santian"
YZ|"53.02.26","Noebeba"
ZZ|"53.02.27","Kuatnana"
AA|"53.02.28","Fautmolo"
BA|"53.02.29","Fatukopa"
ZA|"53.02.30","Mollo Tengah"
AB|"53.02.31","Tobu"
BB|"53.02.32","Nunbena"
KB|"53.03.01","Miomaffo Timur"
LB|"53.03.02","Miomaffo Barat"
MB|"53.03.03","Biboki Selatan"
NB|"53.03.04","Noemuti"
OB|"53.03.05","Kota Kefamenanu"
PB|"53.03.06","Biboki Utara"
QB|"53.03.07","Biboki Anleu"
RB|"53.03.08","Insana"
SB|"53.03.09","Insana Utara"
QC|"53.03.10","Noemuti Timur"
RC|"53.03.11","Miomaffo Tengah"
SC|"53.03.12","Musi"
TC|"53.03.13","Mutis"
UC|"53.03.14","Bikomi Selatan"
VC|"53.03.15","Bikomi Tengah"
WC|"53.03.16","Bikomi Nilulat"
XC|"53.03.17","Bikomi Utara"
YC|"53.03.18","Naibenu"
ZC|"53.03.19","Insana Fafinesu"
XD|"53.03.20","Insana Barat"
YD|"53.03.21","Insana Tengah"
ZD|"53.03.22","Biboki Tan Pah"
AE|"53.03.23","Biboki Moenleu"
BE|"53.03.24","Biboki Feotleu"
PF|"53.04.01","Lamaknen"
QF|"53.04.02","Tasifeto Timur"
RF|"53.04.03","Raihat"
SF|"53.04.04","Tasifeto Barat"
TF|"53.04.05","Kakuluk Mesak"
XG|"53.04.12","Kota Atambua"
YG|"53.04.13","Raimanuk"
CH|"53.04.17","Lasiolat"
DH|"53.04.18","Lamaknen Selatan"
DI|"53.04.21","Atambua Barat"
EI|"53.04.22","Atambua Selatan"
FI|"53.04.23","Nanaet Duabesi"
UJ|"53.05.01","Teluk Mutiara"
VJ|"53.05.02","Alor Barat Laut"
WJ|"53.05.03","Alor Barat Daya"
XJ|"53.05.04","Alor Selatan"
YJ|"53.05.05","Alor Timur"
ZJ|"53.05.06","Pantar"
AK|"53.05.07","Alor Tengah Utara"
BK|"53.05.08","Alor Timur Laut"
CK|"53.05.09","Pantar Barat"
AL|"53.05.10","Kabola"
BL|"53.05.11","Pulau Pura"
CL|"53.05.12","Mataru"
DL|"53.05.13","Pureman"
EL|"53.05.14","Pantar Timur"
FL|"53.05.15","Lembur"
