HS|"id","nm"
GL|"53.05.16","Pantar Tengah"
HL|"53.05.17","Pantar Barat Laut"
IL|"53.05.18","Abad Selatan"
ZN|"53.06.01","Wulanggitang"
AO|"53.06.02","Titehena"
BO|"53.06.03","Larantuka"
CO|"53.06.04","Ile Mandiri"
DO|"53.06.05","Tanjung Bunga"
EO|"53.06.06","Solor Barat"
FO|"53.06.07","Solor Timur"
GO|"53.06.08","Adonara Barat"
HO|"53.06.09","Wotan Ulumando"
FP|"53.06.10","Adonara Timur"
GP|"53.06.11","Kelubagolit"
HP|"53.06.12","Witihama"
IP|"53.06.13","Ile Boleng"
JP|"53.06.14","Demon Pagong"
KP|"53.06.15","Lewolema"
LP|"53.06.16","Ile Bura"
MP|"53.06.17","Adonara"
NP|"53.06.18","Adonara Tengah"
OP|"53.06.19","Solor Selatan"
ES|"53.07.01","Paga"
FS|"53.07.02","Mego"
GS|"53.07.03","Lela"
HS|"53.07.04","Nita"
IS|"53.07.05","Alok"
JS|"53.07.06","Palue"
KS|"53.07.07","Nelle"
LS|"53.07.08","Talibura"
MS|"53.07.09","Waigete"
KT|"53.07.10","Kewapante"
LT|"53.07.11","Bola"
MT|"53.07.12","Magepanda"
NT|"53.07.13","Waiblama"
OT|"53.07.14","Alok Barat"
PT|"53.07.15","Alok Timur"
QT|"53.07.16","Koting"
RT|"53.07.17","Tana Wawo"
ST|"53.07.18","Hewokloang"
TT|"53.07.19","Kangae"
RU|"53.07.20","Doreng"
SU|"53.07.21","Mapitara"
JW|"53.08.01","Nangapanda"
KW|"53.08.02","Pulau Ende"
LW|"53.08.03","Ende"
MW|"53.08.04","Ende Selatan"
NW|"53.08.05","Ndona"
OW|"53.08.06","Detusoko"
PW|"53.08.07","Wewaria"
QW|"53.08.08","Wolowaru"
RW|"53.08.09","Wolojita"
PX|"53.08.10","Maurole"
QX|"53.08.11","Maukaro"
RX|"53.08.12","Lio Timur"
SX|"53.08.13","Kota Baru"
TX|"53.08.14","Kelimutu"
UX|"53.08.15","Detukeli"
VX|"53.08.16","Ndona Timur"
WX|"53.08.17","Ndori"
XX|"53.08.18","Ende Utara"
YX|"53.08.19","Ende Tengah"
WY|"53.08.20","Ende Timur"
XY|"53.08.21","Lepembusu Kelisoke"
OA|"53.09.01","Aimere"
PA|"53.09.02","Golewa"
TA|"53.09.06","Bajawa"
UA|"53.09.07","Soa"
WA|"53.09.09","Riung"
WB|"53.09.12","Jerebuu"
YB|"53.09.14","Riung Barat"
ZB|"53.09.15","Bajawa Utara"
AC|"53.09.16","Wolomeze"
CC|"53.09.18","Golewa Selatan"
DC|"53.09.19","Golewa Barat"
BD|"53.09.20","Inerie"
EX|"53.10.01","Wae Rii"
GX|"53.10.03","Ruteng"
IX|"53.10.05","Satar Mese"
JX|"53.10.06","Cibal"
LY|"53.10.11","Reok"
MY|"53.10.12","Langke Rembong"
NY|"53.10.13","Satar Mese Barat"
OY|"53.10.14","Rahong Utara"
PY|"53.10.15","Lelak"
QY|"53.10.16","Reok Barat"
RY|"53.10.17","Cibal barat"
SY|"53.10.18","Satar Mese Utara"
JB|"53.11.01","Kota Waingapu"
KB|"53.11.02","Haharu"
LB|"53.11.03","Lewa"
MB|"53.11.04","Nggaha Ori Angu"
NB|"53.11.05","Tabundung"
OB|"53.11.06","Pinu Pahar"
PB|"53.11.07","Pandawai"
QB|"53.11.08","Umalulu"
RB|"53.11.09","Rindi"
PC|"53.11.10","Pahunga Lodu"
QC|"53.11.11","Wulla Waijelu"
RC|"53.11.12","Paberiwai"
SC|"53.11.13","Karera"
TC|"53.11.14","Kahaungu Eti"
UC|"53.11.15","Matawai La Pawu"
VC|"53.11.16","Kambera"
WC|"53.11.17","Kambata Mapambuhang"
XC|"53.11.18","Lewa Tidahu"
YC|"53.11.19","Katala Hamu Lingu"
WD|"53.11.20","Kanatang"
XD|"53.11.21","Ngadu Ngala"
YD|"53.11.22","Mahu"
RF|"53.12.04","Tana Righu"
UG|"53.12.10","Loli"
VG|"53.12.11","Wanokaka"
WG|"53.12.12","Lamboya"
ZG|"53.12.15","Kota Waikabubak"
CH|"53.12.18","Laboya Barat"
TJ|"53.13.01","Naga Wutung"
UJ|"53.13.02","Atadei"
VJ|"53.13.03","Ile Ape"
WJ|"53.13.04","Lebatukan"
XJ|"53.13.05","Nubatukan"
YJ|"53.13.06","Omesuri"
ZJ|"53.13.07","Buyasuri"
AK|"53.13.08","Wulandoni"
BK|"53.13.09","Ile Ape Timur"
YN|"53.14.01","Rote Barat Daya"
ZN|"53.14.02","Rote Barat Laut"
AO|"53.14.03","Lobalain"
BO|"53.14.04","Rote Tengah"
CO|"53.14.05","Pantai Baru"
DO|"53.14.06","Rote Timur"
EO|"53.14.07","Rote Barat"
FO|"53.14.08","Rote Selatan"
GO|"53.14.09","Ndao Nuse"
EP|"53.14.10","Landu Leko"
FP|"53.14.11","Loaholu"
DS|"53.15.01","Macang Pacar"
ES|"53.15.02","Kuwus"
FS|"53.15.03","Lembor"
GS|"53.15.04","Sano Nggoang"
HS|"53.15.05","Komodo"
IS|"53.15.06","Boleng"
JS|"53.15.07","Welak"
KS|"53.15.08","Ndoso"
LS|"53.15.09","Lembor Selatan"
JT|"53.15.10","Mbeliling"
KT|"53.15.11","Pacar"
LT|"53.15.12","Kuwus Barat"
IW|"53.16.01","Aesesa"
JW|"53.16.02","Nangaroro"
KW|"53.16.03","Boawae"
LW|"53.16.04","Mauponggo"
MW|"53.16.05","Wolowae"
NW|"53.16.06","Keo Tengah"
OW|"53.16.07","Aesesa Selatan"
NA|"53.17.01","Katiku Tana"
OA|"53.17.02","Umbu Ratu Nggay Barat"
PA|"53.17.03","Mamboro"
QA|"53.17.04","Umbu Ratu Nggay"
RA|"53.17.05","Katiku Tana Selatan"
SA|"53.17.06","Umbu Ratu Nggay Tengah"
SE|"53.18.01","Loura"
TE|"53.18.02","Wewewa Utara"
UE|"53.18.03","Wewewa Timur"
VE|"53.18.04","Wewewa Barat"
WE|"53.18.05","Wewewa Selatan"
XE|"53.18.06","Kodi Bangedo"
YE|"53.18.07","Kodi"
ZE|"53.18.08","Kodi Utara"
AF|"53.18.09","Kota Tambolaka"
YF|"53.18.10","Wewewa Tengah"
ZF|"53.18.11","Kodi Balaghar"
XI|"53.19.01","Borong"
YI|"53.19.02","Lamba Leda Selatan"
ZI|"53.19.03","Lamba Leda"
AJ|"53.19.04","Sambi Rampas"
BJ|"53.19.05","Elar"
CJ|"53.19.06","Kota Komba"
DJ|"53.19.07","Rana Mese"
EJ|"53.19.08","Lamba Leda Timur"
FJ|"53.19.09","Elar Selatan"
DK|"53.19.10","Kota Komba Utara"
EK|"53.19.11","Lamba Leda Utara"
FK|"53.19.12","Congkar"
NF|"53.20.01","Sabu Barat"
OF|"53.20.02","Sabu Tengah"
PF|"53.20.03","Sabu Timur"
QF|"53.20.04","Sabu Liae"
RF|"53.20.05","Hawu Mehara"
SF|"53.20.06","Raijua"
SJ|"53.21.01","Malaka Tengah"
TJ|"53.21.02","Malaka Barat"
UJ|"53.21.03","Wewiku"
VJ|"53.21.04","Weliman"
WJ|"53.21.05","Rinhat"
XJ|"53.21.06","Io Kufeu"
YJ|"53.21.07","Sasitamean"
ZJ|"53.21.08","Laenmanen"
AK|"53.21.09","Malaka Timur"
YK|"53.21.10","Kobalima Timur"
ZK|"53.21.11","Kobalima"
AL|"53.21.12","Botin Leobele"
LZ|"53.71.01","Alak"
MZ|"53.71.02","Maulafa"
NZ|"53.71.03","Kelapa Lima"
OZ|"53.71.04","Oebobo"
PZ|"53.71.05","Kota Raja"
QZ|"53.71.06","Kota Lama"
JK|"61.01.01","Sambas"
KK|"61.01.02","Teluk Keramat"
LK|"61.01.03","Jawai"
MK|"61.01.04","Tebas"
NK|"61.01.05","Pemangkat"
OK|"61.01.06","Sejangkung"
PK|"61.01.07","Selakau"
QK|"61.01.08","Paloh"
RK|"61.01.09","Sajingan Besar"
PL|"61.01.10","Subah"
QL|"61.01.11","Galing"
RL|"61.01.12","Tekarang"
SL|"61.01.13","Semparuk"
TL|"61.01.14","Sajad"
UL|"61.01.15","Sebawi"
VL|"61.01.16","Jawai Selatan"
WL|"61.01.17","Tangaran"
XL|"61.01.18","Salatiga"
YL|"61.01.19","Selakau Timur"
OO|"61.02.01","Mempawah Hilir"
TO|"61.02.06","Toho"
UO|"61.02.07","Sungai Pinyuh"
VO|"61.02.08","Jongkat"
WP|"61.02.12","Sungai Kunyit"
ZP|"61.02.15","Segedong"
AQ|"61.02.16","Anjongan"
BQ|"61.02.17","Sadaniang"
CQ|"61.02.18","Mempawah Timur"
TS|"61.03.01","Kapuas"
US|"61.03.02","Mukok"
VS|"61.03.03","Noyan"
WS|"61.03.04","Jangkang"
XS|"61.03.05","Bonti"
YS|"61.03.06","Beduai"
ZS|"61.03.07","Sekayam"
AT|"61.03.08","Kembayan"
BT|"61.03.09","Parindu"
ZT|"61.03.10","Tayan Hulu"
AU|"61.03.11","Tayan Hilir"
BU|"61.03.12","Balai"
CU|"61.03.13","Toba"
GV|"61.03.20","Meliau"
HV|"61.03.21","Entikong"
YW|"61.04.01","Matan Hilir Utara"
ZW|"61.04.02","Marau"
AX|"61.04.03","Manis Mata"
BX|"61.04.04","Kendawangan"
CX|"61.04.05","Sandai"
EX|"61.04.07","Sungai Laur"
FX|"61.04.08","Simpang Hulu"
FY|"61.04.11","Nanga Tayap"
GY|"61.04.12","Matan Hilir Selatan"
HY|"61.04.13","Tumbang Titi"
IY|"61.04.14","Jelai Hulu"
KY|"61.04.16","Delta Pawan"
LY|"61.04.17","Muara Pawan"
MY|"61.04.18","Benua Kayong"
NY|"61.04.19","Hulu Sungai"
LZ|"61.04.20","Simpang Dua"
MZ|"61.04.21","Air Upas"
NZ|"61.04.22","Singkup"
PZ|"61.04.24","Pemahan"
QZ|"61.04.25","Sungai Melayu Rayak"
DB|"61.05.01","Sintang"
EB|"61.05.02","Tempunak"
FB|"61.05.03","Sepauk"
GB|"61.05.04","Ketungau Hilir"
HB|"61.05.05","Ketungau Tengah"
IB|"61.05.06","Ketungau Hulu"
JB|"61.05.07","Dedai"
KB|"61.05.08","Kayan Hilir"
LB|"61.05.09","Kayan Hulu"
NC|"61.05.14","Serawai"
OC|"61.05.15","Ambalau"
SC|"61.05.19","Kelam Permai"
QD|"61.05.20","Sungai Tebelian"
RD|"61.05.21","Binjai Hulu"
IF|"61.06.01","Putussibau Utara"
JF|"61.06.02","Bika"
KF|"61.06.03","Embaloh Hilir"
LF|"61.06.04","Embaloh Hulu"
MF|"61.06.05","Bunut Hilir"
NF|"61.06.06","Bunut Hulu"
OF|"61.06.07","Jongkong"
PF|"61.06.08","Hulu Gurung"
QF|"61.06.09","Selimbau"
OG|"61.06.10","Semitau"
PG|"61.06.11","Seberuang"
QG|"61.06.12","Batang Lupar"
RG|"61.06.13","Empanang"
SG|"61.06.14","Badau"
TG|"61.06.15","Silat Hilir"
UG|"61.06.16","Silat Hulu"
VG|"61.06.17","Putussibau Selatan"
WG|"61.06.18","Kalis"
XG|"61.06.19","Boyan Tanjung"
VH|"61.06.20","Mentebah"
WH|"61.06.21","Pengkadan"
XH|"61.06.22","Suhaid"
YH|"61.06.23","Puring Kencana"
NJ|"61.07.01","Sungai Raya"
OJ|"61.07.02","Samalantan"
PJ|"61.07.03","Ledo"
QJ|"61.07.04","Bengkayang"
RJ|"61.07.05","Seluas"
SJ|"61.07.06","Sanggau Ledo"
TJ|"61.07.07","Jagoi Babang"
UJ|"61.07.08","Monterado"
VJ|"61.07.09","Teriak"
TK|"61.07.10","Suti Semarang"
UK|"61.07.11","Capkala"
VK|"61.07.12","Siding"
WK|"61.07.13","Lumar"
XK|"61.07.14","Sungai Betung"
YK|"61.07.15","Sungai Raya Kepulauan"
ZK|"61.07.16","Lembah Bawang"
AL|"61.07.17","Tujuh Belas"
SN|"61.08.01","Ngabang"
TN|"61.08.02","Mempawah Hulu"
UN|"61.08.03","Menjalin"
VN|"61.08.04","Mandor"
WN|"61.08.05","Air Besar"
XN|"61.08.06","Menyuke"
YN|"61.08.07","Sengah Temila"
ZN|"61.08.08","Meranti"
AO|"61.08.09","Kuala Behe"
YO|"61.08.10","Sebangki"
ZO|"61.08.11","Jelimpo"
AP|"61.08.12","Banyuke Hulu"
BP|"61.08.13","Sompak"
XR|"61.09.01","Sekadau Hilir"
YR|"61.09.02","Sekadau Hulu"
ZR|"61.09.03","Nanga Taman"
AS|"61.09.04","Nanga Mahap"
BS|"61.09.05","Belitang Hilir"
CS|"61.09.06","Belitang Hulu"
DS|"61.09.07","Belitang"
NO|"61.10.01","Belimbing"
OO|"61.10.02","Nanga Pinoh"
PO|"61.10.03","Ella Hilir"
QO|"61.10.04","Menukung"
RO|"61.10.05","Sayan"
SO|"61.10.06","Tanah Pinoh"
TO|"61.10.07","Sokan"
UO|"61.10.08","Pinoh Utara"
VO|"61.10.09","Pinoh Selatan"
TP|"61.10.10","Belimbing Hulu"
UP|"61.10.11","Tanah Pinoh Barat"
SS|"61.11.01","Sukadana"
TS|"61.11.02","Simpang Hilir"
US|"61.11.03","Teluk Batang"
VS|"61.11.04","Pulau Maya"
WS|"61.11.05","Seponti"
XS|"61.11.06","Kepulauan Karimata"
XW|"61.12.01","Sungai Raya"
YW|"61.12.02","Kuala Mandor B"
ZW|"61.12.03","Sungai Ambawang"
AX|"61.12.04","Terentang"
BX|"61.12.05","Batu Ampar"
CX|"61.12.06","Kubu"
DX|"61.12.07","Rasau Jaya"
EX|"61.12.08","Teluk Pakedai"
FX|"61.12.09","Sungai Kakap"
UQ|"61.71.01","Pontianak Selatan"
VQ|"61.71.02","Pontianak Timur"
WQ|"61.71.03","Pontianak Barat"
XQ|"61.71.04","Pontianak Utara"
YQ|"61.71.05","Pontianak Kota"
ZQ|"61.71.06","Pontianak Tenggara"
ZU|"61.72.01","Singkawang Tengah"
AV|"61.72.02","Singkawang Barat"
BV|"61.72.03","Singkawang Timur"
CV|"61.72.04","Singkawang Utara"
DV|"61.72.05","Singkawang Selatan"
IZ|"62.01.01","Kumai"
JZ|"62.01.02","Arut Selatan"
KZ|"62.01.03","Kotawaringin Lama"
LZ|"62.01.04","Arut Utara"
MZ|"62.01.05","Pangkalan Lada"
NZ|"62.01.06","Pangkalan Banteng"
ND|"62.02.01","Kota Besi"
OD|"62.02.02","Cempaga"
PD|"62.02.03","Mentaya Hulu"
QD|"62.02.04","Parenggean"
RD|"62.02.05","Baamang"
SD|"62.02.06","Mentawa Baru Ketapang"
TD|"62.02.07","Mentaya Hilir Utara"
UD|"62.02.08","Mentaya Hilir Selatan"
VD|"62.02.09","Pulau Hanaut"
TE|"62.02.10","Antang Kalang"
UE|"62.02.11","Teluk Sampit"
VE|"62.02.12","Seranau"
WE|"62.02.13","Cempaga Hulu"
XE|"62.02.14","Telawang"
YE|"62.02.15","Bukit Santuai"
ZE|"62.02.16","Tualan Hulu"
AF|"62.02.17","Telaga Antang"
SH|"62.03.01","Selat"
TH|"62.03.02","Kapuas Hilir"
UH|"62.03.03","Kapuas Timur"
VH|"62.03.04","Kapuas Kuala"
WH|"62.03.05","Kapuas Barat"
XH|"62.03.06","Pulau Petak"
YH|"62.03.07","Kapuas Murung"
ZH|"62.03.08","Basarang"
AI|"62.03.09","Mantangai"
YI|"62.03.10","Timpah"
ZI|"62.03.11","Kapuas Tengah"
AJ|"62.03.12","Kapuas Hulu"
BJ|"62.03.13","Tamban Catur"
CJ|"62.03.14","Pasak Talawang"
DJ|"62.03.15","Mandau Talawang"
EJ|"62.03.16","Dadahup"
FJ|"62.03.17","Bataguh"
XL|"62.04.01","Jenamas"
YL|"62.04.02","Dusun Hilir"
ZL|"62.04.03","Karau Kuala"
AM|"62.04.04","Dusun Utara"
BM|"62.04.05","Gn. Bintang Awai"
CM|"62.04.06","Dusun Selatan"
CQ|"62.05.01","Montallat"
DQ|"62.05.02","Gunung Timang"
EQ|"62.05.03","Gunung Purei"
FQ|"62.05.04","Teweh Timur"
GQ|"62.05.05","Teweh Tengah"
HQ|"62.05.06","Lahei"
IQ|"62.05.07","Teweh Baru"
JQ|"62.05.08","Teweh Selatan"
KQ|"62.05.09","Lahei Barat"
HU|"62.06.01","Kamipang"
IU|"62.06.02","Katingan Hilir"
JU|"62.06.03","Tewang Sangalang Garing"
KU|"62.06.04","Pulau Malan"
LU|"62.06.05","Katingan Tengah"
MU|"62.06.06","Sanaman Mantikei"
NU|"62.06.07","Marikit"
OU|"62.06.08","Katingan Hulu"
PU|"62.06.09","Mendawai"
NV|"62.06.10","Katingan Kuala"
OV|"62.06.11","Tasik Payawan"
PV|"62.06.12","Petak Malai"
QV|"62.06.13","Bukit Raya"
MY|"62.07.01","Seruyan Hilir"
NY|"62.07.02","Seruyan Tengah"
OY|"62.07.03","Danau Sembuluh"
PY|"62.07.04","Hanau"
QY|"62.07.05","Seruyan Hulu"
RY|"62.07.06","Seruyan Hilir Timur"
SY|"62.07.07","Seruyan Raya"
TY|"62.07.08","Danau Seluluk"
UY|"62.07.09","Batu Ampar"
SZ|"62.07.10","Suling Tambun"
RC|"62.08.01","Sukamara"
SC|"62.08.02","Jelai"
TC|"62.08.03","Balai Riam"
UC|"62.08.04","Pantai Lunci"
VC|"62.08.05","Permata Kecubung"
WG|"62.09.01","Lamandau"
XG|"62.09.02","Delang"
YG|"62.09.03","Bulik"
ZG|"62.09.04","Bulik Timur"
AH|"62.09.05","Menthobi Raya"
BH|"62.09.06","Sematu Jaya"
CH|"62.09.07","Belantikan Raya"
DH|"62.09.08","Batang Kawa"
MD|"62.10.01","Sepang"
ND|"62.10.02","Kurun"
OD|"62.10.03","Tewah"
PD|"62.10.04","Kahayan Hulu Utara"
QD|"62.10.05","Rungan"
RD|"62.10.06","Manuhing"
SD|"62.10.07","Mihing Raya"
TD|"62.10.08","Damang Batu"
UD|"62.10.09","Miri Manasa"
SE|"62.10.10","Rungan Hulu"
TE|"62.10.11","Manuhing Raya"
UE|"62.10.12","Rungan Barat"
RH|"62.11.01","Pandih Batu"
SH|"62.11.02","Kahayan Kuala"
TH|"62.11.03","Kahayan Tengah"
UH|"62.11.04","Banama Tingang"
VH|"62.11.05","Kahayan Hilir"
WH|"62.11.06","Maliku"
XH|"62.11.07","Jabiren Raya"
YH|"62.11.08","Sebangau Kuala"
WL|"62.12.01","Murung"
XL|"62.12.02","Tanah Siang"
YL|"62.12.03","Laung Tuhup"
ZL|"62.12.04","Permata Intan"
AM|"62.12.05","Sumber Barito"
BM|"62.12.06","Barito Tuhup Raya"
CM|"62.12.07","Tanah Siang Selatan"
DM|"62.12.08","Sungai Babuat"
EM|"62.12.09","Seribu Riam"
CN|"62.12.10","Uut Murung"
BQ|"62.13.01","Dusun Timur"
CQ|"62.13.02","Banua Lima"
DQ|"62.13.03","Patangkep Tutui"
EQ|"62.13.04","Awang"
FQ|"62.13.05","Dusun Tengah"
GQ|"62.13.06","Pematang Karau"
HQ|"62.13.07","Paju Epat"
IQ|"62.13.08","Raren Batuah"
JQ|"62.13.09","Paku"
HR|"62.13.10","Karusen Janang"
TF|"62.71.01","Pahandut"
UF|"62.71.02","Bukit Batu"
VF|"62.71.03","Jekan Raya"
WF|"62.71.04","Sabangau"
XF|"62.71.05","Rakumpit"
HO|"63.01.01","Takisung"
IO|"63.01.02","Jorong"
JO|"63.01.03","Pelaihari"
KO|"63.01.04","Kurau"
LO|"63.01.05","Bati Bati"
MO|"63.01.06","Panyipatan"
NO|"63.01.07","Kintap"
OO|"63.01.08","Tambang Ulang"
PO|"63.01.09","Batu Ampar"
NP|"63.01.10","Bajuin"
OP|"63.01.11","Bumi Makmur"
MS|"63.02.01","Pulau Sembilan"
NS|"63.02.02","Pulau Laut Barat"
OS|"63.02.03","Pulau Laut Selatan"
PS|"63.02.04","Pulau Laut Timur"
QS|"63.02.05","Pulau Sebuku"
RS|"63.02.06","Pulaulaut Utara"
SS|"63.02.07","Kelumpang Selatan"
TS|"63.02.08","Kelumpang Hulu"
US|"63.02.09","Kelumpang Tengah"
ST|"63.02.10","Kelumpang Utara"
TT|"63.02.11","Pamukan Selatan"
UT|"63.02.12","Sampanahan"
VT|"63.02.13","Pamukan Utara"
WT|"63.02.14","Hampang"
XT|"63.02.15","Sungai Durian"
YT|"63.02.16","Pulau Laut Tengah"
ZT|"63.02.17","Kelumpang Hilir"
AU|"63.02.18","Kelumpang Barat"
BU|"63.02.19","Pamukan Barat"
ZU|"63.02.20","Pulau Laut Kepulauan"
AV|"63.02.21","Pulau Laut Tanjung Selayar"
BV|"63.02.22","Pulaulaut Sigam"
RW|"63.03.01","Aluh Aluh"
SW|"63.03.02","Kertak Hanyar"
TW|"63.03.03","Gambut"
UW|"63.03.04","Sungai Tabuk"
VW|"63.03.05","Martapura"
WW|"63.03.06","Karang Intan"
XW|"63.03.07","Astambul"
YW|"63.03.08","Simpang Empat"
ZW|"63.03.09","Pengaron"
XX|"63.03.10","Sungai Pinang"
YX|"63.03.11","Aranio"
ZX|"63.03.12","Mataraman"
AY|"63.03.13","Beruntung Baru"
BY|"63.03.14","Martapura Barat"
CY|"63.03.15","Martapura Timur"
DY|"63.03.16","Sambung Makmur"
EY|"63.03.17","Paramasan"
FY|"63.03.18","Telaga Bauntung"
GY|"63.03.19","Tatah Makmur"
EZ|"63.03.20","Cintapuri Darussalam"
WA|"63.04.01","Tabunganen"
XA|"63.04.02","Tamban"
YA|"63.04.03","Anjir Pasar"
ZA|"63.04.04","Anjir Muara"
AB|"63.04.05","Alalak"
BB|"63.04.06","Mandastana"
CB|"63.04.07","Rantau Badauh"
DB|"63.04.08","Belawang"
EB|"63.04.09","Cerbon"
CC|"63.04.10","Bakumpai"
DC|"63.04.11","Kuripan"
EC|"63.04.12","Tabukan"
FC|"63.04.13","Mekarsari"
GC|"63.04.14","Barambai"
HC|"63.04.15","Marabahan"
IC|"63.04.16","Wanaraya"
JC|"63.04.17","Jejangkit"
BF|"63.05.01","Binuang"
CF|"63.05.02","Tapin Selatan"
DF|"63.05.03","Tapin Tengah"
EF|"63.05.04","Tapin Utara"
FF|"63.05.05","Candi Laras Selatan"
GF|"63.05.06","Candi Laras Utara"
HF|"63.05.07","Bakarangan"
IF|"63.05.08","Piani"
JF|"63.05.09","Bungur"
HG|"63.05.10","Lokpaikat"
IG|"63.05.11","Salam Babaris"
JG|"63.05.12","Hatungun"
GJ|"63.06.01","Sungai Raya"
HJ|"63.06.02","Padang Batung"
IJ|"63.06.03","Telaga Langsat"
JJ|"63.06.04","Angkinang"
KJ|"63.06.05","Kandangan"
LJ|"63.06.06","Simpur"
MJ|"63.06.07","Daha Selatan"
NJ|"63.06.08","Daha Utara"
OJ|"63.06.09","Kalumpang"
MK|"63.06.10","Loksado"
NK|"63.06.11","Daha Barat"
LN|"63.07.01","Haruyan"
MN|"63.07.02","Batu Benawa"
NN|"63.07.03","Labuan Amas Selatan"
ON|"63.07.04","Labuan Amas Utara"
PN|"63.07.05","Pandawan"
QN|"63.07.06","Barabai"
RN|"63.07.07","Batang Alai Selatan"
SN|"63.07.08","Batang Alai Utara"
TN|"63.07.09","Hantakan"
RO|"63.07.10","Batang Alai Timur"
SO|"63.07.11","Limpasu"
QR|"63.08.01","Danau Panggang"
RR|"63.08.02","Babirik"
SR|"63.08.03","Sungai Pandan"
TR|"63.08.04","Amuntai Selatan"
UR|"63.08.05","Amuntai Tengah"
VR|"63.08.06","Amuntai Utara"
WR|"63.08.07","Banjang"
XR|"63.08.08","Haur Gading"
YR|"63.08.09","Paminggir"
WS|"63.08.10","Sungai Tabukan"
VV|"63.09.01","Banua Lawas"
WV|"63.09.02","Kelua"
XV|"63.09.03","Tanta"
YV|"63.09.04","Tanjung"
ZV|"63.09.05","Haruai"
AW|"63.09.06","Murung Pudak"
BW|"63.09.07","Muara Uya"
CW|"63.09.08","Muara Harus"
DW|"63.09.09","Pugaan"
BX|"63.09.10","Upau"
CX|"63.09.11","Jaro"
DX|"63.09.12","Bintang Ara"
LS|"63.10.01","Batu Licin"
MS|"63.10.02","Kusan Hilir"
NS|"63.10.03","Sungai Loban"
OS|"63.10.04","Satui"
PS|"63.10.05","Kusan Hulu"
QS|"63.10.06","Simpang Empat"
RS|"63.10.07","Karang Bintang"
SS|"63.10.08","Mantewe"
TS|"63.10.09","Angsana"
RT|"63.10.10","Kuranji"
ST|"63.10.11","Kusan Tengah"
TT|"63.10.12","Teluk Kepayang"
QW|"63.11.01","Juai"
RW|"63.11.02","Halong"
SW|"63.11.03","Awayan"
TW|"63.11.04","Batu Mandi"
UW|"63.11.05","Lampihong"
VW|"63.11.06","Paringin"
WW|"63.11.07","Paringin Selatan"
XW|"63.11.08","Tebing Tinggi"
SU|"63.71.01","Banjarmasin Selatan"
TU|"63.71.02","Banjarmasin Timur"
UU|"63.71.03","Banjarmasin Barat"
VU|"63.71.04","Banjarmasin Utara"
WU|"63.71.05","Banjarmasin Tengah"
YY|"63.72.02","Landasan Ulin"
ZY|"63.72.03","Cempaka"
AZ|"63.72.04","Banjarbaru Utara"
BZ|"63.72.05","Banjarbaru Selatan"
CZ|"63.72.06","Liang Anggang"
GD|"64.01.01","Batu Sopang"
HD|"64.01.02","Tanjung Harapan"
ID|"64.01.03","Paser Belengkong"
JD|"64.01.04","Tanah Grogot"
KD|"64.01.05","Kuaro"
LD|"64.01.06","Long Ikis"
MD|"64.01.07","Muara Komam"
ND|"64.01.08","Long Kali"
OD|"64.01.09","Batu Engau"
ME|"64.01.10","Muara Samu"
LH|"64.02.01","Muara Muntai"
MH|"64.02.02","Loa Kulu"
NH|"64.02.03","Loa Janan"
OH|"64.02.04","Anggana"
PH|"64.02.05","Muara Badak"
QH|"64.02.06","Tenggarong"
RH|"64.02.07","Sebulu"
SH|"64.02.08","Kota Bangun"
TH|"64.02.09","Kenohan"
RI|"64.02.10","Kembang Janggut"
SI|"64.02.11","Muara Kaman"
TI|"64.02.12","Tabang"
UI|"64.02.13","Samboja"
VI|"64.02.14","Muara Jawa"
WI|"64.02.15","Sanga Sanga"
XI|"64.02.16","Tenggarong Seberang"
YI|"64.02.17","Marang Kayu"
ZI|"64.02.18","Muara Wis"
AJ|"64.02.19","Kota Bangun Darat"
YJ|"64.02.20","Samboja Barat"
QL|"64.03.01","Kelay"
RL|"64.03.02","Talisayan"
SL|"64.03.03","Sambaliung"
TL|"64.03.04","Segah"
UL|"64.03.05","Tanjung Redeb"
VL|"64.03.06","Gunung Tabur"
WL|"64.03.07","Pulau Derawan"
XL|"64.03.08","Biduk-Biduk"
YL|"64.03.09","Teluk Bayur"
WM|"64.03.10","Tabalar"
XM|"64.03.11","Maratua"
YM|"64.03.12","Batu Putih"
ZM|"64.03.13","Biatan"
OC|"64.07.05","Long Iram"
PC|"64.07.06","Melak"
QC|"64.07.07","Barong Tongkok"
RC|"64.07.08","Damai"
SC|"64.07.09","Muara Lawa"
QD|"64.07.10","Muara Pahu"
RD|"64.07.11","Jempang"
SD|"64.07.12","Bongan"
TD|"64.07.13","Penyinggahan"
UD|"64.07.14","Bentian Besar"
VD|"64.07.15","Linggang Bigung"
WD|"64.07.16","Nyuatan"
XD|"64.07.17","Siluq Ngurai"
YD|"64.07.18","Mook Manaar Bulatn"
ZD|"64.07.19","Tering"
XE|"64.07.20","Sekolaq Darat"
PG|"64.08.01","Muara Ancalong"
QG|"64.08.02","Muara Wahau"
RG|"64.08.03","Muara Bengkal"
SG|"64.08.04","Sangatta Utara"
TG|"64.08.05","Sangkulirang"
UG|"64.08.06","Busang"
VG|"64.08.07","Telen"
WG|"64.08.08","Kombeng"
XG|"64.08.09","Bengalon"
VH|"64.08.10","Kaliorang"
WH|"64.08.11","Sandaran"
XH|"64.08.12","Sangatta Selatan"
